,rbfsvm,lightgbm,gbc
peptide_nv_1,0.19489596270884793,0.11209573268974451,0.45504691998205626
peptide_nv_2,0.04388592695665748,0.3717925589227406,0.5372403631182903
peptide_nv_3,0.6397188704486702,0.7241773378439587,0.5470513600447644
peptide_nv_4,0.3219801161581811,0.1342756246782545,0.47652050249687566
peptide_nv_5,0.29904810453601877,0.08056912649266527,0.42922405661324914
peptide_nv_6,0.8884715029079864,0.6598344824362748,0.5380025284827756
peptide_nv_7,0.3623344072283346,0.03295888283985261,0.37241413485942526
peptide_nv_8,0.7110764795533139,0.13756469521812714,0.5053994385626098
peptide_nv_9,0.4634254074018012,0.2561902233305513,0.4918432576604322
peptide_nv_10,0.08462573098854673,0.02189808261627144,0.4102382317136508
peptide_nv_11,0.21827305067034825,0.025434010833755016,0.45985602601111064
peptide_nv_12,0.3214206902739654,0.6076906562231651,0.6080873609183747
peptide_nv_13,0.8729379817204422,0.254208826611917,0.4716116319780149
peptide_nv_14,0.19852505271858906,0.024497138395570127,0.39303506137528227
peptide_nv_15,0.27789720750074015,0.2923174913726122,0.49513336220463433
peptide_nv_16,0.24228816521026617,0.029384554416132764,0.4458311704898884
peptide_nv_17,0.09742059694943027,0.019088242988063248,0.4269543192815802
peptide_nv_18,0.5659095198782123,0.2514668625842121,0.46630747878193185
peptide_nv_19,0.930470330547159,0.6028391852851898,0.5302926879730844
peptide_nv_20,0.6011834778069284,0.4079612584965264,0.5826408926277581
peptide_nv_21,0.48162366686645103,0.2942464354437429,0.44082977558860037
peptide_nv_22,0.4090857341927695,0.14556130895021016,0.5280946594988212
peptide_nv_23,0.07336789614128378,0.011020076199559095,0.39158224111340434
peptide_nv_24,0.21379978225273194,0.043373293491876984,0.3973083393124167
peptide_nv_25,0.13346186297710094,0.007771482958905658,0.3821867188499693
peptide_nv_26,0.61872096790241,0.18245122694225233,0.4320344564062021
peptide_nv_27,0.45443906058305844,0.2294788593777114,0.550285189858024
peptide_nv_28,0.7261198548384316,0.3090555769110117,0.5337916430765464
peptide_nv_29,0.18885164445189984,0.03408215725292558,0.3843491544257436
peptide_nv_30,0.05712428063365273,0.037176421429388366,0.4623434274184739
peptide_nv_31,0.5104914654291388,0.8715678467368125,0.607623617706958
peptide_nv_32,0.60515593016043,0.8682167595096271,0.5815820777747615
peptide_nv_33,0.9162578032028778,0.9469908718298898,0.6812588132380749
peptide_nv_34,0.7397518975095032,0.30426047012498997,0.5723924281777013
peptide_nv_35,0.6818432529470071,0.18242055174981675,0.49276453642807666
peptide_nv_36,0.5605549877828842,0.4076733501368368,0.508220636607826
peptide_nv_37,0.08587295264912496,0.04426349795492778,0.44452487470641316
peptide_nv_38,0.18557579367710034,0.19313325975694226,0.5755173054254492
peptide_nv_39,0.2529239455910974,0.6340694909874498,0.5783740224931457
peptide_nv_40,0.1902604803142746,0.01624372244073161,0.40012939204831005
peptide_nv_41,0.564135803328369,0.5552586036194129,0.5656939754104102
peptide_nv_42,0.24591546964012387,0.034149615887295016,0.4393420375026427
peptide_nv_43,0.09606240100690935,0.037957423796255475,0.42420628963280865
peptide_nv_44,0.5091578473066978,0.061617673353850676,0.4059592686107056
peptide_nv_45,0.19468536437134723,0.05379093233620967,0.4506550534985304
peptide_nv_46,0.22305414227876302,0.004444559246041169,0.36839834874797517
peptide_nv_47,0.6090018412666013,0.5708970904533147,0.6193691359423138
peptide_nv_48,0.3708419457762878,0.9000083030954822,0.5622640808721696
peptide_nv_49,0.04991474781065558,0.1517797048986176,0.4678747063432449
peptide_nv_50,0.8551622236186557,0.6025834141268722,0.5433302049724898
peptide_nv_51,0.06351140578275563,0.007404786188103584,0.38648266788056734
peptide_nv_52,0.1605849232054196,0.016086033038644188,0.39501186485790146
peptide_nv_53,0.16124403334563878,0.05516713246105042,0.4730019274954078
peptide_nv_54,0.02453177395255483,0.01489902212531209,0.40462503517382226
peptide_nv_55,0.7127523883122286,0.16130846955008385,0.469285671027037
peptide_nv_56,0.0845405262454161,0.010843288989122702,0.3959679605186742
peptide_nv_57,0.4754866985201181,0.2175925288796726,0.5446080581014131
peptide_nv_58,0.6528433178441558,0.1491576193567829,0.4931150576023894
peptide_nv_59,0.3193689617012542,0.1742500131326087,0.5522811968533846
peptide_nv_60,0.05138712549553324,0.02263509855275936,0.420888503461177
peptide_nv_61,0.3787092250818893,0.06419001534387823,0.4391277872088813
peptide_nv_62,0.10916002178706967,0.4080927210233232,0.5032012704091378
peptide_nv_63,0.46444529526947365,0.00807124653892864,0.4453666838070173
peptide_nv_64,0.04378176819962115,0.004650566943544226,0.37829902958828215
peptide_nv_65,0.5720315526411591,0.39713157783785796,0.5914346318261547
peptide_nv_66,0.8315497337115678,0.2497224535260276,0.5676376580418855
peptide_nv_67,0.1617194738260125,0.11749912400362279,0.49641622817087555
peptide_nv_68,0.49492512777908904,0.09004418466666199,0.45202828664918315
peptide_nv_69,0.35444156172753216,0.022053379969813387,0.41792480858485653
peptide_nv_70,0.4345796942036511,0.460580331739854,0.6117229810162477
peptide_nv_71,0.03832792195884368,0.012229797829699936,0.4614198681595856
peptide_nv_72,0.2960440337968925,0.020679326379307427,0.39845106753774207
peptide_nv_73,0.21330953705902972,0.02183717538866457,0.4081366069581283
peptide_nv_74,0.25279346586156215,0.2529729262022674,0.4970578008566207
peptide_nv_75,0.29448835851772287,0.08834638377036237,0.4222810028336102
peptide_nv_76,0.16427565793835705,0.007178816514531392,0.38883732786190084
peptide_nv_78,0.10399258319657625,0.015864639321406443,0.36003201780023525
peptide_nv_79,0.4866939133445994,0.26854161723295056,0.5814779201901463
peptide_nv_80,0.17907906946626,0.011643957639899057,0.4018743634435165
peptide_nv_81,0.13186607449781437,0.03092240992600785,0.4535744997532456
peptide_nv_82,0.5,0.07866280542456902,0.49001796764077815
peptide_nv_83,0.309250271377191,0.24685127257420436,0.5166304784622866
peptide_nv_84,0.11365781683453578,0.473897579865064,0.4822202317688294
peptide_nv_85,0.5613383469058686,0.5429254446394535,0.6295445539744429
peptide_nv_86,0.3759110104095212,0.05093800598583079,0.41171996121002796
peptide_nv_87,0.10091836306167708,0.033428967798015886,0.3732007150825481
peptide_nv_88,0.9106318899722681,0.6764448554907826,0.5637451957356148
peptide_nv_89,0.5784331380664873,0.9687361924829628,0.6400194087477693
peptide_nv_90,0.11720160841331372,0.022863597984946565,0.4127611749674304
peptide_nv_91,0.13132449748461072,0.09574412660288179,0.47947029103922123
peptide_nv_92,0.19267472373261427,0.031966459612693864,0.4274219138603221
peptide_pv_1,0.6180329021103391,0.055703215991095414,0.5477834909421997
peptide_pv_2,0.8347616320726684,0.7527079694847193,0.545209700191964
peptide_pv_3,0.5121044118999881,0.14515933717319973,0.45352892971246445
peptide_pv_4,0.8299188242436478,0.983322940400622,0.6812746293598372
peptide_pv_5,0.9300847951238211,0.946970773997243,0.6596444666766488
peptide_pv_6,0.8981402180059262,0.8578489229887803,0.6173065404361683
peptide_pv_7,0.5,0.326124123635091,0.5211115754257919
peptide_pv_8,0.6417125475066516,0.18988015848446274,0.5681129901947963
peptide_pv_9,0.9079382167792102,0.8314652590914646,0.6362219302829957
peptide_pv_10,0.9806620136077026,0.9899692934495674,0.6858301944792383
peptide_pv_11,0.5566389290423858,0.6446872109962064,0.5705082227319324
peptide_pv_12,0.856219759854055,0.6795774705866898,0.5515081673329627
peptide_pv_13,0.9546501025909796,0.9883515035554281,0.6667598280953804
peptide_pv_14,0.8804767732672972,0.9832651446555142,0.665280067369508
peptide_pv_15,0.7405638758264849,0.9250181755405248,0.6132166786249228
peptide_pv_16,0.7133904837900542,0.660983725002021,0.5521649417903108
peptide_pv_17,0.8863355617720803,0.9700587770972215,0.6515797864614187
peptide_pv_18,0.664225358444744,0.6685315639391287,0.6007390464623656
peptide_pv_19,0.8391048529101378,0.9412942526952519,0.678975373937907
peptide_pv_20,0.8534491207118181,0.9528966373562175,0.6905049366305438
peptide_pv_21,0.9441399026185913,0.8958718470064746,0.6384843473932755
peptide_pv_22,0.5068481047160307,0.5370301894982602,0.5271007768913428
peptide_pv_23,0.8082066141491107,0.7128193959642435,0.534870529754475
peptide_pv_24,0.8247489831208179,0.7797120293719898,0.5293583234730642
peptide_pv_25,0.9837418903181562,0.976878852752496,0.681854881022844
peptide_pv_26,0.8573302316192483,0.9847885953914585,0.7063374724731928
peptide_pv_27,0.2760329643979801,0.9067881869496952,0.5788438382165014
peptide_pv_28,0.8160024522260456,0.6678775106749341,0.5435012514468829
peptide_pv_29,0.9772006203805724,0.7079319124314816,0.5550379923654433
peptide_pv_30,0.7475238345750296,0.8735357637694012,0.6366222003461721
peptide_pv_31,0.8113671294164969,0.9255006788767287,0.6222687831277225
peptide_pv_32,0.9607124213277171,0.9854461066996881,0.6586537913695888
