,rbfsvm,lightgbm,gbc
peptide_nv_1,0.1247709227609746,0.02239341220471969,0.3065064046111378
peptide_nv_2,0.003803136037650765,0.006049664951218551,0.17210957168371002
peptide_nv_3,0.5,0.04915714390275856,0.1467373338404335
peptide_nv_4,3.2037620966086464e-06,2.571197727622047e-05,0.01643702445103037
peptide_nv_5,0.04097547411621061,0.0007265499663551762,0.10857903793070386
peptide_nv_6,0.0009199969074852435,0.007924852331645662,0.11049101191322927
peptide_nv_7,0.0018911436398309728,0.00035927652465025413,0.08773333719732436
peptide_nv_8,0.0009747006755099004,0.0013969016525385589,0.04676747153057409
peptide_nv_9,0.0008937054657111232,0.0002881056957664911,0.056369528874115546
peptide_nv_10,1.4376748839040262e-05,3.725419558479929e-05,0.017048223824600774
peptide_nv_11,0.0017529290636140904,0.00042377251799103466,0.03983711044491404
peptide_nv_12,0.00020857350701861214,5.682640902086409e-05,0.03743472612021517
peptide_nv_13,0.0002430600088378037,6.747544948470862e-05,0.021675950811352537
peptide_nv_14,0.0037456893841897303,0.002489091269700079,0.1943803970652573
peptide_nv_15,0.82459852198032,0.49413548354587605,0.7668243224841903
peptide_nv_16,0.1006929738860282,0.008962521047806461,0.2543767083022168
peptide_nv_17,0.00040372167908150577,0.006451293519267944,0.07008612962317262
peptide_nv_18,0.001501951442843448,0.0006403117060808822,0.027351177134519494
peptide_nv_19,0.0006258791008689478,8.154176279085884e-05,0.016576451475698428
peptide_nv_20,8.723208983896771e-05,0.0001093640046688305,0.07620919627450501
peptide_nv_21,0.006960065221059003,0.00014904405987274376,0.07679915834749469
peptide_nv_22,0.0014985246272513485,0.000530714113991931,0.07131151673424922
peptide_nv_23,0.0009144692347901266,0.00016289650804661592,0.026990123624122765
peptide_nv_24,0.3063537658748167,0.025602200983382045,0.16759619297827494
peptide_nv_25,0.008381834705663652,7.20837619455215e-05,0.02928040016238332
peptide_nv_26,0.003216440236479403,0.03803055640571141,0.19084087065846259
peptide_nv_27,5.425670021438067e-05,6.921360684294271e-05,0.06178953639152939
peptide_nv_28,2.7917212811044422e-05,6.727194117272268e-05,0.029077387904277704
peptide_nv_29,0.0028700002284498143,0.014582651780513956,0.1797890021932435
peptide_nv_30,0.003361398935045121,0.00016867405958781591,0.047649742637343506
peptide_nv_31,0.0001514310148034162,6.788023366890804e-05,0.12375117292004825
peptide_nv_32,1.766807540307421e-05,8.075107233167015e-05,0.015813216163903878
peptide_nv_33,0.0005534287824404336,6.176783889246758e-05,0.031556512591308525
peptide_nv_34,0.007542608228689954,0.0003631556303574233,0.06330774676016622
peptide_nv_35,0.009785126707260521,0.014057408769307944,0.08153958611951843
peptide_nv_36,0.014866439603684146,0.0001194768033895888,0.027195719359021236
peptide_nv_37,0.026790425206454596,0.0010429315669374705,0.20104160689380052
peptide_nv_38,0.0013440839150014997,0.022266508111923138,0.397213161367136
peptide_nv_39,0.23016165602034852,0.008134898254516382,0.4330037255139124
peptide_nv_40,0.0012531783911710179,0.003563571921349099,0.10967554665452328
peptide_nv_41,0.003843498915264398,0.0010004119193772099,0.12683464163820138
peptide_nv_42,0.00033735973535573016,3.257302628952669e-05,0.017690935016337242
peptide_nv_43,0.0003173819721045685,0.00012216206889409975,0.044983311744552286
peptide_nv_44,6.254368257559884e-05,5.55892785776761e-05,0.02016107995545803
peptide_nv_45,1.915933874763139e-05,5.140627589909101e-05,0.018793144268925123
peptide_nv_46,0.005590356132245145,0.0006613329583905677,0.057169303142577996
peptide_nv_47,0.015555314214060145,0.5457184905189774,0.6061349648381148
peptide_nv_48,0.24280951454957553,0.03560850809051785,0.25105189921440324
peptide_nv_49,0.010556794207784131,8.959504107635042e-05,0.023224643453186082
peptide_nv_50,0.00030044975130741244,0.000118571818832583,0.03235414869108212
peptide_nv_51,0.00014839229825331344,0.0002594091390055006,0.03585251203058245
peptide_nv_52,0.0002059512473641582,5.257450603944232e-05,0.027493418820331943
peptide_nv_53,9.107532112816013e-05,0.0007478331570695691,0.02029716686460211
peptide_nv_54,0.0015663983572503219,0.00032533998328437624,0.024994353186408882
peptide_nv_55,6.693143361260753e-05,0.000737924419874654,0.026937567009046776
peptide_nv_56,0.000771769808093549,0.001967092964340115,0.10828209947650323
peptide_nv_57,0.0001227817235501025,5.220614745313444e-05,0.07578260050392446
peptide_nv_58,0.10488924023859743,0.7309088919925184,0.2955727767659014
peptide_nv_59,0.06650777499913507,0.2972520893124611,0.3883014684153658
peptide_nv_60,3.0494620116070936e-05,0.00013503761390411614,0.021052028683611414
peptide_nv_61,0.014922211349554817,0.0004914096998552713,0.09068034715772726
peptide_nv_62,0.006331624890644305,0.00014071296193075532,0.016493869490708624
peptide_nv_63,0.018439804012296748,0.0692483882707081,0.1796211233715752
peptide_nv_64,0.005103396333061753,0.00033643915928901764,0.06508190405455057
peptide_nv_65,0.3696515663427936,0.008799192042503762,0.231678659751717
peptide_nv_66,0.0008152275172757434,8.646646865475981e-05,0.04190107453095018
peptide_nv_67,0.00046977652567813805,3.723775388422505e-05,0.026305895964694022
peptide_nv_68,0.00017953400589714786,2.8482764300660202e-05,0.017537882896595122
peptide_nv_69,0.006430313049949422,0.0062663123197085795,0.2144142408723101
peptide_nv_70,5.268408134472747e-05,4.003347050643109e-05,0.024144401836215537
peptide_nv_71,0.008115018509130734,0.0025068652504029506,0.048020011397703455
peptide_nv_72,0.00032181074572488425,0.00027079392043599735,0.022754401900119462
peptide_nv_73,0.0011875637592578161,4.4709345898264155e-05,0.021067859619560977
peptide_nv_74,5.0988788035417554e-05,5.457915523310226e-05,0.019676867881584886
peptide_nv_75,3.285518354275015e-05,2.653626142274533e-05,0.019283160523772536
peptide_nv_76,0.0035296248601928734,0.00021866064860992266,0.023105294836077796
peptide_nv_77,0.0002596146165076142,3.481940985205494e-05,0.02221656180381631
peptide_nv_78,0.5507859005158885,0.43017360069184163,0.42617759363497887
peptide_nv_79,0.0002053790732220238,4.7268718805084995e-05,0.016393192225984274
peptide_nv_80,0.0004822341389549942,3.669548384299646e-05,0.017455974770298
peptide_nv_81,8.52554046660848e-05,2.9459984549247532e-05,0.014888869979984625
peptide_nv_82,0.05475506681374069,0.10445876656494082,0.1785800110398506
peptide_nv_83,0.027431360165343876,0.04829318928260838,0.14882448681082244
peptide_nv_84,0.000603913309647807,7.443131837430203e-05,0.01625741779038401
peptide_nv_85,0.000977574535284732,4.142769099196559e-05,0.021267157180270137
peptide_nv_86,0.1028198240153668,5.448569135391512e-05,0.020328501676146183
peptide_nv_87,1.7366280746171464e-05,3.3886766678043e-05,0.018706466255292264
peptide_nv_88,0.07132988247276748,0.030007140086464597,0.2341370565212938
peptide_nv_89,0.2063018540917416,0.00016442628222406802,0.042087947362347874
peptide_nv_90,0.011473180189376238,0.00012422720170420542,0.04640699300789717
peptide_nv_91,5.6531654276246386e-05,3.3533982835774767e-05,0.020659343517250323
peptide_nv_92,2.5678374999844525e-05,4.9253379214509584e-05,0.017861758915662426
peptide_nv_93,0.008453976654331386,0.00020130378827020568,0.023703259677297105
peptide_nv_94,0.0012943342247236462,0.00040205332574750095,0.06598165116135271
peptide_nv_95,7.467424871988258e-05,4.238404974718342e-05,0.02398249794264559
peptide_nv_96,0.17421441090978898,0.00121024996348782,0.04649763995205444
peptide_nv_97,0.11752670065928134,0.43663423537304613,0.2551040628171647
peptide_nv_98,0.0003173173904328092,4.884655973412631e-05,0.016462366321220872
peptide_nv_99,0.01937854800712396,0.10345303012036025,0.07116790224105274
peptide_nv_100,0.026591057451110744,0.000858959160753838,0.06379815939547938
peptide_nv_101,0.029310229984008594,0.002518538354770336,0.16187055383301888
peptide_nv_102,0.0019045993028576986,0.0006017807321698151,0.061798981808850156
peptide_nv_103,0.22281676652371504,0.03853979558421776,0.15855502556401266
peptide_nv_104,3.957970910950317e-05,5.529997223713535e-05,0.017938641451641053
peptide_nv_105,8.609066967282335e-05,0.0012089236116787966,0.04684368517621684
peptide_nv_106,0.0016767691914371526,6.154438044033447e-05,0.04488258880619348
peptide_nv_107,0.05330521519172473,0.0013927565916418937,0.05705434585213508
peptide_nv_108,0.0006003929786423649,4.158850046376315e-05,0.02342089620701333
peptide_nv_109,0.0010441541594455133,0.00016981865929389044,0.025183836578923025
peptide_nv_110,0.040145157072985785,0.0017885764115961006,0.05934495740064565
peptide_pv_1,0.9954718721277115,0.9994305725009042,0.9236318183390374
peptide_pv_2,0.9999975253412812,0.999969412813792,0.9490611975554656
peptide_pv_3,0.9999963171487187,0.999949538921486,0.9835825209214029
peptide_pv_4,0.999999585463987,0.9999163113434849,0.9774724632582033
peptide_pv_5,0.9999999996997555,0.9999306250202692,0.9820964310677798
peptide_pv_6,0.9999968749721074,0.9999476924433833,0.980807116378386
peptide_pv_7,0.9999980540559827,0.9998485170907597,0.9760224491949162
peptide_pv_8,0.9999999939039809,0.9999707463425548,0.9846432747219822
peptide_pv_9,0.8123237587488552,0.3218970876846575,0.6647337875577898
